date,data_source,channel_group,campaign,source_medium,impressions,clicks,sessions,total_users,new_users,conversions,leads,booked,attended,total_cost,total_revenue,treatment
2025-09-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,11.52,933.18,Veneers
2025-09-13,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,14.44,288.67,Whitening
2025-09-14,Google Ads,Paid Search,Nonbrand Search,google / cpc,12537,504,518,388,192,7,7,4,3,2426.55,1159.38,
2025-09-14,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,11578,152,185,125,48,2,2,1,1,1177.63,444.9,
2025-09-14,Meta Ads,Paid Social,Lookalike Patients,instagram / paid,27356,320,372,258,111,9,9,4,3,388.99,1087.85,
2025-09-14,Organic Search,Organic Search,Local SEO,google / organic,366,16,234,148,80,10,10,5,3,0.0,1996.93,
2025-09-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,14.76,170.98,Cleaning
2025-09-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,14.27,1145.72,Crown
2025-09-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,3,49.92,664.62,Filling
2025-09-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,13.2,654.3,Implant Consult
2025-09-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,10.58,286.07,Ortho Consult
2025-09-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,17.99,1048.95,Root Canal
2025-09-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,3,3,2,1,17.56,1166.14,Veneers
2025-09-14,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Whitening
2025-09-15,Google Ads,Paid Search,Competitor Conquest,google / cpc,9029,440,463,391,212,9,9,5,3,1577.02,1470.9,
2025-09-15,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,25053,160,131,88,44,2,2,1,1,1117.35,378.21,
2025-09-15,Meta Ads,Paid Social,Lookalike Patients,instagram / paid,13276,283,351,303,156,10,10,4,3,463.86,1026.47,
2025-09-15,Organic Search,Organic Search,Evergreen SEO,google / organic,466,24,230,162,85,10,10,5,4,0.0,1957.8,
2025-09-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,22.12,224.59,Cleaning
2025-09-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,14.63,1361.94,Crown
2025-09-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,23.51,268.09,Extraction
2025-09-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,18.84,263.55,Filling
2025-09-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,20.6,586.03,Implant Consult
2025-09-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,19.07,539.91,Ortho Consult
2025-09-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,20.64,1109.33,Root Canal
2025-09-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,14.18,1659.23,Veneers
2025-09-15,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,11.43,280.83,Whitening
2025-09-16,Google Ads,Paid Search,Branded Search,google / cpc,14945,477,504,396,144,15,15,9,6,614.24,3579.11,
2025-09-16,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,14001,160,163,138,77,0,0,0,0,1427.97,0.0,
2025-09-16,Meta Ads,Paid Social,Lead Gen Form,facebook / paid,12840,309,333,218,88,14,14,6,4,464.58,1079.01,
2025-09-16,Organic Search,Organic Search,Blog Content,google / organic,594,22,234,179,97,10,10,6,4,0.0,1806.07,
2025-09-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,2,6,6,4,3,63.81,373.09,Cleaning
2025-09-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,8.0,759.37,Crown
2025-09-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,19.62,316.32,Extraction
2025-09-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,6,6,4,3,66.31,1002.6,Filling
2025-09-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,47.7,1261.57,Implant Consult
2025-09-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,25.69,413.96,Ortho Consult
2025-09-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,22.58,1246.86,Veneers
2025-09-16,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,29.82,285.53,Whitening
2025-09-17,Google Ads,Paid Search,Branded Search,google / cpc,11961,518,521,426,256,15,15,10,6,2847.91,1828.21,
2025-09-17,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,19185,175,161,139,62,2,2,1,1,701.13,535.93,
2025-09-17,Meta Ads,Paid Social,Awareness Video,instagram / paid,18400,308,363,279,139,4,4,1,1,154.0,467.21,
2025-09-17,Organic Search,Organic Search,Evergreen SEO,google / organic,454,19,221,145,77,7,7,4,3,0.0,1252.83,
2025-09-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,36.37,337.37,Cleaning
2025-09-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,2,6,6,4,3,34.64,1929.76,Crown
2025-09-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Filling
2025-09-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,13.88,583.48,Implant Consult
2025-09-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,11.36,275.98,Ortho Consult
2025-09-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,16.19,1173.51,Root Canal
2025-09-17,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,36.32,2303.38,Veneers
2025-09-18,Google Ads,Paid Search,Nonbrand Search,google / cpc,11540,499,605,437,241,7,7,4,3,1360.76,1080.72,
2025-09-18,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,17077,192,193,128,67,1,1,0,0,1210.02,0.0,
2025-09-18,Meta Ads,Paid Social,Retargeting (Social),facebook / paid,18649,406,429,355,211,11,11,6,5,416.6,2315.93,
2025-09-18,Organic Search,Organic Search,Blog Content,google / organic,702,27,268,219,84,8,8,5,3,0.0,1132.01,
2025-09-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,5,5,3,2,30.53,389.39,Cleaning
2025-09-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,20.73,1948.2,Crown
2025-09-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,15.62,309.45,Extraction
2025-09-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,17.32,159.21,Filling
2025-09-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,18.06,783.49,Implant Consult
2025-09-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,26.63,998.53,Ortho Consult
2025-09-18,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,34.38,1971.27,Root Canal
2025-09-19,Google Ads,Paid Search,Nonbrand Search,google / cpc,14066,639,653,540,329,14,14,7,5,2051.18,1433.95,
2025-09-19,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,28652,205,183,137,50,0,0,0,0,1368.15,0.0,
2025-09-19,Meta Ads,Paid Social,Lead Gen Form,instagram / paid,18796,348,401,351,207,10,10,6,4,558.12,1649.63,
2025-09-19,Organic Search,Organic Search,Blog Content,google / organic,341,22,278,174,106,8,8,4,4,0.0,1176.31,
2025-09-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,55.2,337.97,Cleaning
2025-09-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,23.4,950.8,Crown
2025-09-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,39.78,583.14,Extraction
2025-09-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,47.36,498.62,Filling
2025-09-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,38.24,1308.68,Implant Consult
2025-09-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,10.43,386.09,Ortho Consult
2025-09-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,24.02,2720.51,Root Canal
2025-09-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,15.75,1111.21,Veneers
2025-09-19,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,19.29,287.07,Whitening
2025-09-20,Google Ads,Paid Search,Branded Search,google / cpc,12881,568,611,391,151,22,22,9,7,1903.28,4492.57,
2025-09-20,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,11668,151,161,125,65,2,2,1,1,1111.47,565.35,
2025-09-20,Meta Ads,Paid Social,Awareness Video,facebook / paid,26506,421,419,296,158,7,7,4,4,677.43,1852.24,
2025-09-20,Organic Search,Organic Search,Blog Content,google / organic,277,16,242,198,95,5,5,2,2,0.0,824.33,
2025-09-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,22.78,133.99,Cleaning
2025-09-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,26.33,958.74,Crown
2025-09-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,19.14,428.41,Extraction
2025-09-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,38.61,1621.05,Implant Consult
2025-09-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,19.98,231.0,Ortho Consult
2025-09-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,30.37,2754.46,Root Canal
2025-09-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,22.6,1631.22,Veneers
2025-09-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,16.79,325.38,Whitening
2025-09-21,Google Ads,Paid Search,Competitor Conquest,google / cpc,16562,615,543,440,158,11,11,6,5,1504.78,1814.4,
2025-09-21,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,11054,124,166,137,58,3,3,2,1,892.8,400.75,
2025-09-21,Meta Ads,Paid Social,Awareness Video,facebook / paid,18555,323,341,263,163,9,9,5,4,527.18,1737.86,
2025-09-21,Organic Search,Organic Search,Local SEO,google / organic,347,18,231,162,64,10,10,6,4,0.0,1673.19,
2025-09-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,60.12,377.43,Cleaning
2025-09-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,35.32,2137.89,Crown
2025-09-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,27.5,313.78,Extraction
2025-09-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,24.92,216.84,Filling
2025-09-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,43.59,1253.16,Implant Consult
2025-09-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Ortho Consult
2025-09-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,44.78,2283.13,Veneers
2025-09-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,15.17,390.48,Whitening
2025-09-22,Google Ads,Paid Search,Nonbrand Search,google / cpc,17798,602,515,416,213,23,23,13,11,2811.63,4094.71,
2025-09-22,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,12180,166,148,108,43,0,0,0,0,860.19,0.0,
2025-09-22,Meta Ads,Paid Social,Awareness Video,facebook / paid,41454,443,364,287,148,1,1,1,1,1015.09,249.33,
2025-09-22,Organic Search,Organic Search,Local SEO,google / organic,298,20,197,126,73,6,6,4,3,0.0,1501.2,
2025-09-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,39.58,304.18,Cleaning
2025-09-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,2,6,6,4,3,58.33,3483.28,Crown
2025-09-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,24.59,589.84,Filling
2025-09-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,18.29,754.29,Implant Consult
2025-09-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,15.98,390.95,Ortho Consult
2025-09-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,43.83,1265.0,Root Canal
2025-09-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,33.28,2981.78,Veneers
2025-09-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,24.02,257.78,Whitening
2025-09-23,Google Ads,Paid Search,Nonbrand Search,google / cpc,15458,458,534,433,177,12,12,5,4,1513.39,1386.52,
2025-09-23,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,10201,129,147,97,52,1,1,1,1,952.08,396.97,
2025-09-23,Meta Ads,Paid Social,Retargeting (Social),facebook / paid,17519,313,341,278,119,5,5,2,1,403.54,590.08,
2025-09-23,Organic Search,Organic Search,Local SEO,google / organic,362,15,248,179,102,8,8,5,5,0.0,2492.3,
2025-09-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,3,3,67.34,526.86,Cleaning
2025-09-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,17.43,403.59,Extraction
2025-09-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,17.51,183.87,Filling
2025-09-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Implant Consult
2025-09-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,20.3,415.45,Ortho Consult
2025-09-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,21.43,315.79,Whitening
2025-09-24,Google Ads,Paid Search,Nonbrand Search,google / cpc,14337,690,618,455,226,24,24,12,11,2673.53,4197.43,
2025-09-24,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,17251,138,167,117,42,0,0,0,0,956.99,0.0,
2025-09-24,Meta Ads,Paid Social,Lookalike Patients,facebook / paid,31096,385,389,292,179,8,8,4,3,442.78,1381.53,
2025-09-24,Organic Search,Organic Search,Blog Content,google / organic,474,18,224,141,68,9,9,5,4,0.0,1402.05,
2025-09-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,9,9,2,7,7,5,4,68.8,586.52,Cleaning
2025-09-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,33.24,2109.69,Crown
2025-09-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,22.82,309.54,Extraction
2025-09-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,21.44,211.58,Filling
2025-09-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,25.21,531.99,Implant Consult
2025-09-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,23.75,441.33,Ortho Consult
2025-09-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,20.29,1249.08,Root Canal
2025-09-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,2,31.93,2196.5,Veneers
2025-09-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,11.62,303.5,Whitening
2025-09-25,Google Ads,Paid Search,Nonbrand Search,google / cpc,14176,681,610,383,163,17,17,7,4,2569.08,1591.07,
2025-09-25,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,14909,214,194,161,83,2,2,1,1,1102.98,396.23,
2025-09-25,Meta Ads,Paid Social,Awareness Video,instagram / paid,18363,328,443,372,220,6,6,3,2,406.13,873.17,
2025-09-25,Organic Search,Organic Search,Local SEO,google / organic,826,28,271,198,116,10,10,6,5,0.0,2492.63,
2025-09-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,2,6,6,4,3,52.77,506.04,Cleaning
2025-09-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,2,3,3,3,3,56.5,2343.33,Crown
2025-09-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,46.71,642.69,Extraction
2025-09-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,19.39,329.69,Filling
2025-09-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,10.1,713.42,Implant Consult
2025-09-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,7,7,2,8,8,6,5,56.91,1912.99,Ortho Consult
2025-09-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,1,4,4,3,3,63.97,3383.38,Root Canal
2025-09-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,18.06,1097.91,Veneers
2025-09-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,29.66,553.21,Whitening
2025-09-26,Google Ads,Paid Search,Branded Search,google / cpc,15469,720,685,472,284,22,22,14,11,3389.9,6377.0,
2025-09-26,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,20895,200,185,119,45,0,0,0,0,1046.6,0.0,
2025-09-26,Meta Ads,Paid Social,Retargeting (Social),instagram / paid,21249,416,454,392,232,6,6,3,3,509.93,1044.08,
2025-09-26,Organic Search,Organic Search,Blog Content,google / organic,442,30,282,182,110,8,8,4,4,0.0,1900.48,
2025-09-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,8,8,1,7,7,5,4,66.63,641.91,Cleaning
2025-09-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,16.64,2471.49,Crown
2025-09-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,20.45,281.4,Extraction
2025-09-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,49.73,432.31,Filling
2025-09-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,2,1,23.88,446.02,Implant Consult
2025-09-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,19.09,357.82,Ortho Consult
2025-09-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,41.15,1752.94,Root Canal
2025-09-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,19.81,1362.31,Veneers
2025-09-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,15.65,272.58,Whitening
2025-09-27,Google Ads,Paid Search,Branded Search,google / cpc,13997,518,666,515,315,25,25,12,9,1889.01,4234.41,
2025-09-27,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,14847,182,201,134,59,1,1,1,1,868.22,461.23,
2025-09-27,Meta Ads,Paid Social,Retargeting (Social),facebook / paid,29798,482,449,363,212,7,7,4,3,701.12,1234.99,
2025-09-27,Organic Search,Organic Search,Blog Content,google / organic,707,27,281,228,138,9,9,4,3,0.0,1345.73,
2025-09-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,1,6,6,4,3,40.83,264.0,Cleaning
2025-09-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,3,3,2,1,26.81,937.2,Crown
2025-09-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Extraction
2025-09-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,41.35,514.79,Filling
2025-09-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,22.17,624.85,Implant Consult
2025-09-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,32.97,978.68,Ortho Consult
2025-09-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,50.32,2020.78,Root Canal
2025-09-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,40.67,3157.54,Veneers
2025-09-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,40.58,478.88,Whitening
2025-09-28,Google Ads,Paid Search,Branded Search,google / cpc,12873,636,626,393,145,24,24,13,8,2311.39,3355.3,
2025-09-28,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,10461,197,176,112,65,0,0,0,0,816.68,0.0,
2025-09-28,Meta Ads,Paid Social,Retargeting (Social),facebook / paid,11787,255,404,265,123,14,14,9,7,274.09,3597.44,
2025-09-28,Organic Search,Organic Search,Local SEO,google / organic,775,26,260,221,117,9,9,6,5,0.0,2896.27,
2025-09-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,3,3,2,1,11.1,174.97,Cleaning
2025-09-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,10.8,1261.99,Crown
2025-09-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,24.91,291.69,Extraction
2025-09-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,19.92,195.34,Filling
2025-09-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,16.25,935.06,Implant Consult
2025-09-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,16.09,331.1,Whitening
2025-09-29,Google Ads,Paid Search,Competitor Conquest,google / cpc,9558,431,588,515,186,12,12,7,5,2176.31,1965.1,
2025-09-29,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,9849,193,164,134,50,0,0,0,0,1477.46,0.0,
2025-09-29,Meta Ads,Paid Social,Retargeting (Social),instagram / paid,17824,381,390,311,191,12,12,7,6,276.36,3321.38,
2025-09-29,Organic Search,Organic Search,Evergreen SEO,google / organic,424,25,236,171,87,16,16,7,5,0.0,2065.16,
2025-09-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,6,6,4,3,46.49,574.41,Cleaning
2025-09-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,7,7,2,4,4,3,3,50.3,3501.83,Crown
2025-09-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,18.05,310.14,Filling
2025-09-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,19.25,666.0,Implant Consult
2025-09-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,12.48,362.27,Ortho Consult
2025-09-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Root Canal
2025-09-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,28.83,2767.39,Veneers
2025-09-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,35.47,455.81,Whitening
2025-09-30,Google Ads,Paid Search,Nonbrand Search,google / cpc,12380,522,585,473,232,13,13,6,5,2682.73,1110.98,
2025-09-30,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,14732,189,169,135,82,2,2,1,1,1139.92,388.03,
2025-09-30,Meta Ads,Paid Social,Awareness Video,instagram / paid,28603,465,409,339,129,3,3,1,1,1208.12,399.38,
2025-09-30,Organic Search,Organic Search,Local SEO,google / organic,633,26,259,172,86,10,10,4,3,0.0,1147.62,
2025-09-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,21.92,183.59,Cleaning
2025-09-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,42.32,2451.5,Crown
2025-09-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,20.45,303.52,Extraction
2025-09-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,5,5,3,3,42.88,762.14,Filling
2025-09-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,23.02,683.68,Implant Consult
2025-09-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,5,5,4,3,59.51,1228.24,Ortho Consult
2025-09-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,29.48,2761.6,Root Canal
2025-09-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,23.18,1090.25,Veneers
2025-09-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,16.59,328.39,Whitening
2025-10-01,Google Ads,Paid Search,Nonbrand Search,google / cpc,11439,681,684,455,199,20,20,14,11,2529.74,5382.32,
